Rank,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGame,FantasyPoints
841,Brendan Langley,DEN,WR,1,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
841,Sean Culkin,LAC,TE,1,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
841,Jamal Carter,DEN,S,1,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
841,Isaiah McKenzie,DEN,WR,1,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
841,De'Angelo Henderson,DEN,RB,1,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
841,Houston Texans,HOU,DST,1,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
841,New Orleans Saints,NO,DST,1,MIN,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1129,Tavon Austin,LAR,WR,1,IND,0,0,0,11,0,1,7,0,0,0,0,0,-0.2,-0.2
1130,Sean Mannion,LAR,QB,1,IND,12,0,0,-7,0,0,0,0,0,0,0,0,-0.2,-0.22
1131,Jamison Crowder,WAS,WR,1,PHI,0,0,0,0,0,3,14,0,0,0,0,0,-0.6,-0.6
1132,Tom Savage,HOU,QB,1,JAX,62,0,0,0,0,0,0,0,0,0,0,0,-1.5,-1.52
1133,Andy Dalton,CIN,QB,1,BAL,170,0,4,2,0,0,0,0,0,0,0,0,-3,-3
